Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
Seth Curry,34,CHO,SG,35,8,13.6,2.1,4.3,.497,1.0,2.2,.462,1.1,2.0,.535,.617,0.4,0.4,.867,0.4,1.0,1.4,0.5,0.4,0.1,0.4,1.0,5.6,
Drew Eubanks,27,UTA,C,34,2,15.0,2.3,3.6,.621,0.1,0.1,.600,2.2,3.5,.622,.633,1.0,1.6,.648,1.1,3.4,4.5,1.2,0.3,0.8,0.9,1.3,5.6,
Lindy Waters III,27,GSW,SG,37,9,17.5,2.1,5.5,.376,1.3,3.9,.336,0.7,1.5,.482,.498,0.2,0.3,.727,0.4,2.2,2.6,1.1,0.6,0.3,0.5,1.5,5.6,
Kenrich Williams,30,OKC,PF,34,0,14.0,2.2,4.4,.497,0.8,2.2,.373,1.4,2.2,.622,.591,0.4,0.5,.882,0.8,2.4,3.2,0.9,0.6,0.1,0.5,1.6,5.6,
Jamison Battle,23,TOR,SF,34,0,12.6,1.9,4.2,.458,1.3,3.1,.415,0.6,1.1,.583,.613,0.4,0.4,.857,0.6,1.3,1.8,0.9,0.1,0.1,0.4,1.1,5.5,
Isaiah Stewart,23,DET,C,41,3,20.7,2.3,4.4,.514,0.2,0.8,.242,2.1,3.6,.574,.536,0.8,0.9,.868,2.1,3.9,6.0,1.8,0.4,1.4,0.9,2.6,5.5,
Precious Achiuwa,25,NYK,C,25,1,18.7,2.3,4.4,.532,0.2,0.6,.375,2.1,3.7,.559,.560,0.5,1.0,.520,1.7,3.8,5.5,1.0,0.8,0.8,0.8,1.4,5.4,
Kyle Anderson,31,GSW,PF,33,3,15.2,2.1,4.8,.443,0.6,1.5,.373,1.5,3.2,.477,.503,0.5,0.8,.667,0.8,2.4,3.1,2.3,0.8,0.5,0.5,1.1,5.4,
Donovan Clingan,20,POR,C,33,10,16.8,2.2,4.3,.521,0.2,0.7,.273,2.1,3.6,.567,.542,0.8,1.0,.735,2.7,3.9,6.7,0.8,0.5,1.6,1.2,2.5,5.4,
Kobe Bufkin,21,ATL,SG,10,0,12.4,1.8,4.7,.383,0.4,1.9,.211,1.4,2.8,.500,.426,1.3,1.8,.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,
Jordan Miller,25,LAC,SF,27,0,13.6,2.0,4.7,.429,0.3,1.3,.222,1.7,3.3,.511,.460,1.0,1.2,.788,0.8,1.1,1.9,1.1,0.6,0.2,0.8,0.8,5.3,
Neemias Queta,25,BOS,C,37,5,14.9,2.2,3.4,.669,0.0,0.1,.000,2.2,3.3,.680,.669,0.8,1.1,.714,1.5,2.4,3.8,0.6,0.4,0.8,0.6,1.8,5.3,
Jamal Shead,22,TOR,PG,41,0,16.3,2.0,4.9,.416,0.8,2.2,.360,1.3,2.8,.460,.495,0.4,0.6,.720,0.2,0.8,1.1,3.3,0.6,0.1,1.4,1.8,5.3,
Ben Sheppard,23,IND,SG,31,7,20.2,1.9,4.8,.393,1.2,3.4,.356,0.7,1.5,.478,.517,0.3,0.3,.900,0.6,1.9,2.5,1.0,0.5,0.3,0.4,2.3,5.3,
Vince Williams Jr.,24,MEM,SG,3,0,15.0,2.3,6.3,.368,0.3,2.7,.125,2.0,3.7,.545,.395,0.3,1.3,.250,1.3,2.3,3.7,3.0,0.0,0.7,2.3,3.0,5.3,
Monte Morris,29,PHO,PG,36,0,13.4,1.8,4.3,.426,0.6,1.8,.303,1.3,2.5,.517,.490,0.9,1.1,.850,0.3,1.3,1.5,1.7,0.4,0.1,0.4,0.5,5.2,
Trevelin Queen,27,ORL,SG,20,2,16.3,2.0,5.0,.394,0.8,2.6,.308,1.2,2.4,.489,.475,0.5,0.6,.818,0.8,0.9,1.7,1.5,1.1,0.4,0.9,1.6,5.2,
Isaiah Collier,20,UTA,PG,35,10,21.3,2.0,5.7,.352,0.4,2.0,.217,1.6,3.7,.423,.389,0.7,1.1,.605,0.3,2.4,2.8,4.8,0.8,0.2,2.6,2.1,5.1,
Rob Dillingham,20,MIN,PG,20,0,10.3,2.1,4.4,.483,0.9,1.8,.486,1.3,2.6,.481,.580,0.0,0.0,,0.2,0.8,1.0,1.9,0.2,0.0,1.3,0.8,5.1,
Jonathan Mogbo,23,TOR,PF,36,6,16.4,1.9,4.2,.464,0.2,0.7,.320,1.7,3.5,.492,.490,1.0,1.3,.729,1.8,2.4,4.1,1.6,0.7,0.4,0.9,1.8,5.1,
Gary Payton II,32,GSW,SG,34,8,13.4,2.2,3.9,.560,0.3,1.3,.233,1.9,2.7,.714,.597,0.4,0.6,.632,1.1,2.0,3.0,1.3,0.6,0.3,0.6,1.5,5.1,
Jaxson Hayes,24,LAL,C,22,3,16.2,2.0,3.1,.632,0.0,0.0,.000,2.0,3.0,.642,.632,1.1,1.5,.735,1.4,2.6,4.0,0.8,0.4,0.7,0.5,2.0,5.0,
Kevon Looney,28,GSW,C,39,6,15.8,2.2,4.2,.521,0.0,0.0,.000,2.2,4.2,.524,.521,0.6,1.3,.449,2.8,3.9,6.8,1.7,0.7,0.3,0.6,2.2,5.0,
Alondes Williams,25,DET,SG,1,0,4.0,2.0,2.0,1.000,1.0,1.0,1.000,1.0,1.0,1.000,1.250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,
Marvin Bagley III,25,WAS,C,19,1,8.7,2.0,3.7,.535,0.1,0.5,.200,1.9,3.2,.590,.549,0.8,1.2,.652,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9,
Matas Buzelis,20,CHI,SF,44,0,12.7,1.7,4.6,.376,0.8,2.3,.333,1.0,2.3,.417,.458,0.7,0.8,.811,0.7,2.0,2.7,0.4,0.3,0.8,0.6,1.3,4.9,
Ryan Rollins,22,MIL,PG,27,5,12.0,1.9,3.9,.481,0.6,1.6,.364,1.3,2.3,.565,.557,0.5,0.6,.813,0.3,1.3,1.7,1.1,0.8,0.4,0.9,1.4,4.9,
Gabe Vincent,28,LAL,PG,39,5,20.0,1.9,4.7,.397,1.0,3.1,.320,0.9,1.6,.548,.503,0.1,0.3,.500,0.3,1.0,1.3,1.3,0.7,0.2,0.6,2.1,4.9,
Malaki Branham,21,SAS,SG,28,0,10.0,1.7,4.0,.429,0.7,1.9,.385,1.0,2.1,.467,.518,0.6,0.7,.850,0.1,1.0,1.1,0.9,0.3,0.1,1.0,0.6,4.8,
Zach Collins,27,SAS,C,34,4,12.1,1.7,3.8,.457,0.4,1.3,.289,1.4,2.5,.548,.508,0.9,1.0,.886,1.1,1.8,2.9,1.5,0.4,0.4,0.7,2.0,4.8,
Luke Kornet,29,BOS,C,40,5,16.7,1.9,3.1,.618,0.0,0.0,,1.9,3.1,.618,.618,1.0,1.4,.741,2.3,2.9,5.2,1.5,0.5,1.0,0.4,1.3,4.8,
David Roddy,23,ATL,PF,25,2,13.0,1.7,3.6,.483,0.6,1.6,.390,1.1,1.9,.563,.573,0.7,0.9,.818,0.4,2.2,2.6,1.2,0.5,0.3,0.8,0.7,4.8,
Mo Bamba,26,LAC,C,27,2,12.9,1.8,3.7,.475,0.6,1.8,.313,1.2,2.0,.623,.550,0.6,0.9,.680,1.0,3.5,4.4,0.6,0.3,1.0,0.7,1.8,4.7,
Taylor Hendricks,21,UTA,PF,3,3,25.0,1.3,6.0,.222,1.0,4.0,.250,0.3,2.0,.167,.306,1.0,1.3,.750,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7,
Tidjane Salaün,19,CHO,PF,34,8,18.4,1.6,5.0,.318,0.9,3.1,.280,0.7,1.9,.381,.406,0.6,0.9,.677,1.0,3.1,4.1,1.1,0.6,0.2,0.9,1.3,4.7,
Oscar Tshiebwe,25,UTA,C,3,0,15.3,1.3,2.0,.667,0.0,0.0,,1.3,2.0,.667,.667,2.0,2.7,.750,1.7,5.0,6.7,0.0,1.3,0.0,0.3,3.3,4.7,
Jett Howard,21,ORL,SF,39,0,11.1,1.6,4.3,.386,1.0,3.0,.322,0.7,1.2,.542,.500,0.4,0.5,.833,0.4,0.8,1.3,0.6,0.1,0.2,0.5,1.0,4.6,
Patty Mills,36,UTA,PG,16,0,15.4,1.6,4.6,.351,1.1,3.4,.309,0.6,1.2,.474,.466,0.3,0.3,1.000,0.2,1.0,1.2,1.3,0.8,0.2,1.0,0.8,4.6,
Charles Bassey,24,SAS,C,30,0,10.4,1.9,3.3,.586,0.0,0.0,,1.9,3.3,.586,.586,0.6,1.0,.621,1.6,2.7,4.3,0.4,0.4,0.9,0.7,1.4,4.5,
Trentyn Flowers,19,LAC,SF,2,0,8.0,2.0,4.5,.444,0.0,1.0,.000,2.0,3.5,.571,.444,0.5,0.5,1.000,0.5,1.5,2.0,0.0,0.0,0.0,0.5,1.5,4.5,
Dariq Whitehead,20,BRK,SF,8,0,7.0,1.5,3.1,.480,1.4,2.6,.524,0.1,0.5,.250,.700,0.1,0.4,.333,0.1,0.5,0.6,0.1,0.4,0.1,0.4,0.3,4.5,
Paul Reed,25,DET,C,24,0,10.1,1.7,3.0,.569,0.2,0.7,.313,1.5,2.3,.643,.604,0.9,1.0,.840,0.7,1.5,2.2,1.0,1.1,0.6,0.5,1.5,4.5,
KJ Simpson,22,CHO,PG,13,0,14.8,1.5,5.2,.294,0.5,2.5,.188,1.1,2.8,.389,.338,0.9,1.3,.706,1.1,0.9,2.0,1.6,0.8,0.2,1.0,1.4,4.5,
Sandro Mamukelashvili,25,SAS,PF,27,0,8.7,1.6,2.9,.538,0.7,1.7,.404,0.9,1.1,.742,.660,0.6,0.9,.708,0.7,1.9,2.6,0.6,0.3,0.3,0.4,0.7,4.4,
Kris Murray,24,POR,SF,38,0,14.3,1.8,3.9,.463,0.4,1.6,.267,1.4,2.3,.596,.517,0.4,0.8,.467,1.1,1.2,2.3,0.9,0.4,0.2,0.6,0.9,4.4,
Julian Phillips,21,CHI,SF,45,3,13.4,1.6,3.6,.436,0.6,1.9,.314,1.0,1.7,.571,.518,0.6,0.9,.707,0.9,1.2,2.1,0.4,0.4,0.2,0.4,1.3,4.4,
Antonio Reeves,24,NOP,SG,18,0,9.2,1.7,4.2,.408,0.6,2.1,.289,1.1,2.1,.526,.480,0.4,0.4,.875,0.3,0.7,1.0,0.6,0.3,0.0,0.3,0.4,4.4,
Daniel Theis,32,NOP,C,36,9,16.4,1.7,3.4,.496,0.3,1.0,.257,1.4,2.4,.591,.533,0.8,1.0,.829,1.2,3.2,4.4,1.6,0.5,0.5,0.7,1.8,4.4,
Pat Connaughton,32,MIL,SG,23,0,15.4,1.6,3.9,.400,0.7,2.3,.288,0.9,1.7,.553,.483,0.5,0.7,.750,0.6,2.3,2.9,1.8,0.2,0.3,0.6,1.2,4.3,
Elijah Harkless,24,UTA,SG,7,0,17.0,1.4,4.3,.333,1.0,3.3,.304,0.4,1.0,.429,.450,0.4,0.9,.500,1.1,1.3,2.4,1.0,1.4,0.1,0.4,2.0,4.3,
Reggie Jackson,34,PHI,PG,25,1,11.9,1.6,4.0,.396,0.8,2.4,.356,0.8,1.7,.452,.500,0.2,0.3,.857,0.2,1.0,1.2,1.5,0.5,0.1,0.7,1.1,4.3,
Jeff Green,38,HOU,PF,13,2,10.5,1.5,2.8,.541,0.6,1.8,.348,0.9,1.1,.857,.649,0.5,0.7,.778,0.2,1.2,1.4,0.2,0.2,0.1,0.2,1.1,4.2,
Pelle Larsson,23,MIA,SG,28,1,12.7,1.5,3.3,.462,0.5,1.5,.310,1.0,1.8,.592,.533,0.7,1.1,.645,0.5,1.1,1.5,1.0,0.5,0.1,0.4,1.8,4.2,
Devin Carter,22,SAC,PG,10,0,10.8,1.3,4.0,.325,0.6,2.1,.286,0.7,1.9,.368,.400,0.9,1.2,.750,0.5,2.2,2.7,1.3,0.1,0.3,0.4,1.0,4.1,
Gary Harris,30,ORL,SG,20,2,16.3,1.5,3.6,.403,1.0,2.7,.352,0.5,0.9,.556,.535,0.2,0.4,.500,0.5,0.8,1.3,0.5,0.7,0.3,0.5,0.7,4.1,
Tre Jones,25,SAS,PG,25,0,16.3,1.5,3.3,.463,0.3,0.9,.304,1.2,2.4,.525,.506,0.8,1.0,.760,0.6,1.6,2.2,3.7,0.6,0.2,0.8,1.2,4.1,
Kyle Lowry,38,PHI,PG,26,12,19.7,1.2,3.5,.352,0.8,2.6,.324,0.4,0.9,.435,.473,0.8,1.0,.800,0.3,1.5,1.8,2.7,1.0,0.3,0.7,1.9,4.1,
Mason Plumlee,34,PHO,C,43,18,17.3,1.6,2.7,.588,0.0,0.0,.000,1.6,2.6,.598,.588,0.9,1.5,.625,1.6,4.7,6.3,1.8,0.5,0.7,0.8,2.1,4.0,
Josh Richardson,31,MIA,SG,8,0,18.8,1.4,4.8,.289,0.8,2.8,.273,0.6,2.0,.313,.368,0.5,0.5,1.000,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,
Gui Santos,22,GSW,PF,21,1,12.0,1.5,3.1,.477,0.9,2.0,.442,0.6,1.0,.545,.623,0.2,0.4,.500,1.0,1.4,2.4,1.1,0.4,0.1,0.5,1.3,4.0,
Cam Spencer,24,MEM,SG,10,0,12.1,1.3,3.0,.433,0.5,1.6,.313,0.8,1.4,.571,.517,0.9,0.9,1.000,0.5,1.2,1.7,1.6,0.3,0.1,0.5,1.1,4.0,
Jeff Dowtin,27,PHI,PG,21,0,11.6,1.5,3.7,.416,0.3,1.0,.273,1.2,2.6,.473,.455,0.6,0.8,.706,0.1,1.1,1.3,1.6,0.4,0.2,0.1,0.6,3.9,
Aaron Holiday,28,HOU,PG,31,0,10.8,1.3,3.2,.414,0.8,2.1,.375,0.5,1.1,.486,.535,0.5,0.5,.882,0.2,0.8,1.0,1.1,0.4,0.1,0.5,0.8,3.9,
Cody Williams,20,UTA,SG,26,12,21.0,1.4,4.6,.300,0.6,2.4,.238,0.8,2.2,.368,.363,0.5,0.8,.636,0.5,1.7,2.2,1.3,0.5,0.4,0.8,1.9,3.9,
Jamal Cain,25,NOP,SF,18,0,12.8,1.4,3.2,.439,0.5,1.7,.300,0.9,1.5,.593,.518,0.6,0.9,.625,0.9,1.7,2.6,0.6,0.5,0.4,0.4,1.2,3.8,
Moussa Diabaté,23,CHO,C,35,4,18.1,1.6,2.7,.606,0.0,0.0,,1.6,2.7,.606,.606,0.5,1.0,.543,2.9,3.7,6.6,0.7,0.7,0.8,0.9,1.6,3.8,
Oso Ighodaro,22,PHO,PF,36,2,16.1,1.6,2.9,.558,0.0,0.1,.000,1.6,2.8,.569,.558,0.5,1.0,.543,0.9,2.6,3.5,1.0,0.5,0.4,0.6,1.7,3.8,
Doug McDermott,33,SAC,SF,28,3,8.6,1.3,2.9,.450,1.1,2.5,.449,0.2,0.4,.455,.644,0.1,0.2,.600,0.1,0.5,0.6,0.1,0.1,0.0,0.2,0.9,3.8,
Dario Šarić,30,DEN,C,13,4,14.8,1.4,4.2,.333,0.5,1.8,.250,0.9,2.3,.400,.389,0.5,0.8,.700,1.0,2.6,3.6,1.7,0.5,0.1,1.1,1.4,3.8,
Jae'Sean Tate,29,HOU,SF,25,1,10.8,1.4,3.0,.473,0.2,0.7,.333,1.2,2.2,.518,.514,0.7,1.1,.630,1.0,1.4,2.3,0.8,0.5,0.1,0.5,1.9,3.7,
Andre Jackson Jr.,23,MIL,SG,41,33,17.1,1.5,3.3,.444,0.5,1.5,.367,0.9,1.8,.507,.526,0.2,0.3,.538,1.1,2.0,3.1,1.4,0.6,0.3,1.0,2.2,3.6,
Jevon Carter,29,CHI,PG,20,0,6.4,1.2,2.8,.436,0.8,1.9,.421,0.4,0.9,.471,.582,0.3,0.4,.750,0.1,0.7,0.8,0.7,0.3,0.1,0.4,0.3,3.5,
Isaac Jones,24,SAC,PF,22,0,8.0,1.5,2.2,.653,0.0,0.2,.250,1.4,2.0,.689,.663,0.5,0.9,.550,0.5,1.0,1.4,0.2,0.1,0.4,0.5,1.0,3.5,
DeAndre Jordan,36,DEN,C,33,2,11.8,1.6,2.4,.650,0.0,0.0,,1.6,2.4,.650,.650,0.4,0.9,.414,1.3,3.3,4.6,0.8,0.3,0.5,0.7,1.3,3.5,
Wendell Moore Jr.,23,DET,SG,17,1,12.4,1.3,2.8,.458,0.2,0.8,.231,1.1,2.1,.543,.490,0.8,0.8,.929,0.6,1.9,2.6,1.3,0.6,0.2,0.5,0.9,3.5,
Dalen Terry,22,CHI,SG,43,1,12.8,1.3,2.9,.432,0.3,1.0,.333,0.9,1.9,.488,.492,0.7,0.9,.700,0.6,0.9,1.5,1.1,0.5,0.2,0.8,1.5,3.5,
JT Thor,22,CLE,PF,8,0,4.9,1.1,1.8,.643,0.4,0.6,.600,0.8,1.1,.667,.750,0.9,1.0,.875,0.4,0.4,0.8,0.1,0.3,0.4,0.8,0.8,3.5,
Ousmane Dieng,21,OKC,C,25,0,10.4,1.2,3.3,.373,0.5,1.9,.271,0.7,1.4,.514,.452,0.4,0.6,.688,0.4,1.8,2.2,0.7,0.5,0.2,0.2,0.9,3.4,
Bruno Fernando,26,TOR,C,17,2,8.6,1.5,2.9,.531,0.0,0.0,,1.5,2.9,.531,.531,0.4,0.5,.750,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4,
Micah Potter,26,UTA,C,16,6,17.3,1.2,3.1,.380,0.8,2.4,.333,0.4,0.7,.545,.510,0.2,0.2,1.000,1.1,2.8,3.9,0.8,0.3,0.4,0.6,1.1,3.4,
Cam Reddish,25,LAL,SF,30,8,18.1,1.2,2.8,.424,0.4,1.5,.289,0.8,1.3,.575,.500,0.4,0.7,.619,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.4,3.3,
Jabari Walker,22,POR,SF,33,1,10.6,1.4,3.0,.450,0.2,0.9,.161,1.2,2.1,.580,.475,0.4,0.7,.583,0.9,2.1,2.9,0.5,0.6,0.2,0.5,1.3,3.3,
Nicolas Batum,36,LAC,PF,44,1,17.6,1.0,2.8,.371,0.8,2.3,.363,0.2,0.5,.409,.520,0.2,0.3,.769,0.7,2.2,2.9,1.4,0.6,0.4,0.5,1.6,3.2,
Bol Bol,25,PHO,PF,11,0,6.0,1.2,2.2,.542,0.3,1.0,.273,0.9,1.2,.769,.604,0.5,0.9,.600,0.5,1.2,1.6,0.1,0.0,0.2,0.5,0.2,3.2,
Moses Brown,25,IND,C,9,0,5.1,1.4,2.2,.650,0.0,0.0,,1.4,2.2,.650,.650,0.3,0.6,.600,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2,
Drew Peterson,25,BOS,PF,11,0,9.9,1.0,2.0,.500,0.6,1.5,.412,0.4,0.5,.800,.659,0.5,0.6,.857,0.5,1.6,2.1,0.7,0.2,0.2,0.5,0.9,3.2,
Reed Sheppard,20,HOU,PG,32,0,11.3,1.2,3.9,.315,0.6,2.3,.274,0.6,1.6,.373,.395,0.2,0.2,.833,0.3,0.9,1.3,1.2,0.5,0.3,0.6,0.9,3.2,
Steven Adams,31,HOU,C,30,0,11.3,1.2,2.0,.600,0.0,0.0,,1.2,2.0,.600,.600,0.7,1.8,.415,2.4,2.5,4.9,1.1,0.3,0.4,1.0,0.9,3.1,
Kobe Brown,25,LAC,PF,16,0,9.0,1.3,2.8,.477,0.3,0.9,.267,1.1,1.8,.586,.523,0.2,0.3,.750,0.8,1.9,2.7,0.8,0.2,0.1,0.3,0.9,3.1,
Branden Carlson,25,OKC,C,15,0,6.3,1.1,2.3,.457,0.8,1.9,.429,0.3,0.5,.571,.629,0.1,0.1,1.000,0.3,1.3,1.7,0.4,0.1,0.4,0.1,0.7,3.1,
Damion Lee,32,PHO,SG,10,0,6.0,0.9,2.9,.310,0.3,1.5,.200,0.6,1.4,.429,.362,1.0,1.0,1.000,0.1,0.8,0.9,0.7,0.2,0.0,0.5,0.2,3.1,
Landry Shamet,27,NYK,SG,15,0,11.1,1.3,3.0,.422,0.5,1.7,.280,0.8,1.3,.600,.500,0.1,0.1,.500,0.2,0.7,0.9,0.5,0.5,0.1,0.3,0.7,3.1,
Blake Wesley,21,SAS,SG,29,0,9.6,1.2,2.8,.450,0.1,0.7,.190,1.1,2.0,.542,.475,0.5,0.7,.714,0.2,0.6,0.8,1.9,0.3,0.1,0.9,0.5,3.1,
David Duke Jr.,25,SAS,SG,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,1.0,2.0,.500,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,
Maxi Kleber,33,DAL,PF,34,4,18.7,1.1,2.8,.385,0.4,1.4,.265,0.7,1.4,.511,.453,0.5,0.6,.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,
John Konchar,28,MEM,SG,24,3,14.6,1.1,2.7,.406,0.6,1.9,.311,0.5,0.8,.632,.516,0.2,0.3,.833,1.1,3.1,4.2,1.1,0.6,0.5,0.4,1.0,3.0,
Jock Landale,29,HOU,C,21,0,9.2,1.1,2.8,.414,0.1,0.3,.429,1.0,2.4,.412,.440,0.6,1.0,.591,1.2,1.5,2.7,0.7,0.2,0.3,0.5,0.7,3.0,
Taze Moore,26,POR,SG,2,0,10.0,1.0,5.0,.200,0.5,2.0,.250,0.5,3.0,.167,.250,0.5,1.0,.500,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,
Pete Nance,24,PHI,C,5,0,12.0,1.0,3.0,.333,0.8,2.4,.333,0.2,0.6,.333,.467,0.2,0.4,.500,0.4,1.4,1.8,0.6,0.2,0.0,0.0,2.0,3.0,
Jae Crowder,34,SAC,PF,7,2,13.1,0.9,2.4,.353,0.4,1.7,.250,0.4,0.7,.600,.441,0.7,0.9,.833,0.9,1.6,2.4,0.6,0.4,0.0,0.6,1.4,2.9,
Luka Garza,26,MIN,C,14,0,4.3,1.2,2.1,.567,0.1,0.6,.250,1.1,1.6,.682,.600,0.4,0.6,.625,0.4,0.7,1.1,0.1,0.1,0.0,0.4,0.6,2.9,
Caleb Houstan,22,ORL,SF,33,5,12.3,0.9,2.9,.313,0.8,2.5,.310,0.1,0.4,.333,.448,0.3,0.3,1.000,0.4,0.6,1.0,0.5,0.2,0.1,0.2,1.1,2.9,
Josh Minott,22,MIN,SF,27,0,7.4,1.1,2.3,.500,0.3,1.0,.250,0.9,1.3,.706,.556,0.3,0.4,.818,0.2,0.9,1.1,0.5,0.4,0.3,0.3,0.9,2.9,
Olivier-Maxence Prosper,22,DAL,PF,35,1,8.5,1.0,2.5,.402,0.2,0.8,.241,0.8,1.7,.483,.443,0.7,1.2,.595,0.8,1.3,2.1,0.5,0.3,0.1,0.3,0.4,2.9,
Adem Bona,21,PHI,C,29,1,10.2,1.0,1.4,.725,0.0,0.0,,1.0,1.4,.725,.725,0.8,1.1,.667,0.9,1.8,2.6,0.3,0.2,0.7,0.6,1.8,2.8,
A.J. Lawson,24,TOR,SG,4,0,3.8,1.0,2.0,.500,0.5,1.3,.400,0.5,0.8,.667,.625,0.3,0.8,.333,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.0,2.8,
Jalen Pickett,25,DEN,SG,18,0,7.6,1.1,2.1,.500,0.5,1.2,.429,0.6,0.9,.588,.618,0.1,0.1,1.000,0.2,0.7,0.8,1.6,0.1,0.1,0.4,0.6,2.7,
Rayan Rupert,20,POR,SG,31,0,8.5,1.0,2.4,.413,0.3,1.1,.294,0.7,1.3,.512,.480,0.4,0.5,.750,0.6,0.6,1.2,0.5,0.3,0.1,0.5,0.6,2.7,
Brandon Williams,25,DAL,PG,15,0,6.3,0.9,2.3,.412,0.2,0.7,.300,0.7,1.6,.458,.456,0.7,0.9,.769,0.1,0.6,0.7,0.8,0.1,0.0,0.5,0.4,2.7,
Jeenathan Williams,25,HOU,SG,6,0,3.5,1.2,1.5,.778,0.3,0.7,.500,0.8,0.8,1.000,.889,0.0,0.0,,0.0,0.5,0.5,0.2,0.3,0.2,0.2,0.2,2.7,
Taj Gibson,39,CHO,C,17,9,10.5,1.1,2.2,.486,0.1,0.1,.500,1.0,2.1,.486,.500,0.4,0.6,.700,1.2,1.6,2.9,0.5,0.4,0.3,0.6,1.4,2.6,
